"AtcoCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"1800EB03981","manadmpd","",,"Moseley Road/Ladybarn lane","","Ladybarn lane","","SPORTS GROUND","","MOSELEY ROAD","","","","O/s Sports Ground","","E","N0075112","Owens Park","Fallowfield","Manchester","","","","","0","U",385935,393943,-2.21321,53.44209,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB03991","manadmpg","",,"Moseley Rd/Lindleywood Rd","","Lindleywood Road","","SPORTS GROUND","","MOSELEY ROAD","","","","O/s Sports Ground","","E","E0028549","Birchfields","Manchester","","","","","","0","U",386224,393937,-2.20886,53.44204,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB04001","manadmpj","",,"Moseley Road/Lindleywood Road","","Lindleywood Road","","O/S HOUSE 122","","MOSELEY ROAD","","","","O/s House 122","","W","E0028549","Birchfields","Manchester","","","","","","0","U",386090,393922,-2.21088,53.4419,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04071","manadmpm","",,"Great Ancoats St/Laystall St","","Laystall Street","","RETAIL PARK","","GT ANCOATS ST","","","","O/s Retail Park","","SE","N0074882","Ancoats","Manchester","","","","","","0","U",385159,398291,-2.2251,53.48114,"BCT","MKD","TIP","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB04121","manadmpt","",,"Crossley Road/Errwood Road","","Errwood Road","","CRINGLE FLD PRK","","CROSSLEY RD","","","","O/s Park","","E","E0028653","Burnage","Manchester","","","","","","0","U",387234,393211,-2.19362,53.43554,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04131","manadmpw","",,"Errwood Road/Crossley Road","","Crossley Road","","CRINGLE FLD PRK","","ERRWOOD ROAD","","","","O/s Park","","S","E0028653","Burnage","Manchester","","","","","","0","U",387177,393158,-2.19448,53.43506,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04141","manadmta","",,"Errwood Road/Avon Road","","Avon Road","","OPP CRINGLE PK","","ERRWOOD ROAD","","","","Opp Park","","N","E0028653","Burnage","Manchester","","","","","","0","U",387091,392799,-2.19576,53.43184,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04151","manadmtd","",,"Errwood Road/Avon Road","","Avon Road","","O/S HOUSE 155","","ERRWOOD ROAD","","","","O/s House 155","","SW","E0028653","Burnage","Manchester","","","","","","0","U",387083,392708,-2.19588,53.43102,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04161","manadmtg","",,"Errwood Road/Shawbrook Road","","Shawbrook Road","","O/S HOUSE 200","","ERRWOOD ROAD","","","","O/s House 200","","NE","E0028653","Burnage","Manchester","","","","","","0","U",387037,392541,-2.19656,53.42951,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04171","manadmtj","",,"Errwood Road/Shawbrook Road","","Shawbrook Road","","O/S HOUSE 197A","","ERRWOOD ROAD","","","","O/s House 197a","","SW","E0028653","Burnage","Manchester","","","","","","0","U",387022,392460,-2.19678,53.42879,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04181","manadmtm","",,"Errwood Road/Westdean Crescent","","Westdean Crescent","","OPP MAULDETH HL","","ERRWOOD ROAD","","","","Opp Golf Course","","NE","E0028653","Burnage","Manchester","","","","","","0","U",386858,392297,-2.19924,53.42732,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04191","manadmtp","",,"Errwood Road/Westdean Crescent","","Westdean Crescent","","MAULDETH HALL","","ERRWOOD ROAD","","","","O/s Golf Course","","SW","E0028653","Burnage","Manchester","","","","","","0","U",386843,392267,-2.19947,53.42705,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04201","manadmtw","",,"Burnage Lane/Green End Hotel","","Green End Hotel","","O/S HOUSE 490","","BURNAGE LANE","","","","O/s House 490","","NE","E0028466","Green End","Burnage","Manchester","","","","","1","U",386561,391993,-2.2037,53.42458,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04211","manadmwa","",,"Burnage Lane/Green End Hotel","","Green End Hotel","","O/S HOUSE 511","","BURNAGE LANE","","","","O/s House 511","","SW","E0028466","Green End","Burnage","Manchester","","","","","1","U",386557,391972,-2.20376,53.42439,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04221","manadmwd","",,"Burnage Lane/Barcicroft Road","","Barcicroft Road","","PUBLIC HOUSE","","BURNAGE LANE","","","","O/s Public House","","NE","E0028653","Burnage","Manchester","","","","","","0","U",386289,391803,-2.20779,53.42286,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04231","manadmwg","",,"Burnage Lane/Barcicroft Road","","Barcicroft Road","","O/S HOUSE 577","","BURNAGE LANE","","","","O/s House 577","","SW","E0028653","Burnage","Manchester","","","","","","0","U",386264,391765,-2.20816,53.42252,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04241","manadmwj","",,"Burnage Lane/Lane End Road","","Lane End Road","","O/S HOUSE 627","","BURNAGE LANE","","","","O/s House 627","","SW","E0028653","Burnage","Manchester","","","","","","0","U",386084,391603,-2.21086,53.42106,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04251","manadmwm","",,"Lane End Road/Burnage Lane","","Burnage Lane","","SHOP PARADE","","LANE END ROAD","","","","O/s Shops","","E","E0028653","Burnage","Manchester","","","","","","0","U",386009,391570,-2.21199,53.42076,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04261","manadmwp","",,"Fog Lane/Kingsway","","Kingsway","","OPP HOUSE 213","","FOG LANE","","","","Stop D","","W","E0028653","Burnage","Manchester","","","","","","0","U",385867,391585,-2.21413,53.42089,"BCT","MKD","TIP","","LOCATION AMENDED","","083","2008-11-24T00:00:00","2008-11-24T00:00:00",1,"new","act"
"1800EB04311","manadmwt","",,"Fog Lane/Clayton Avenue","","Clayton Avenue","","O/S HOUSE 17","","FOG LANE","","","","O/s House 17","","E","E0028336","Didsbury","Manchester","","","","","","0","U",384914,391661,-2.22847,53.42155,"BCT","MKD","OTH","","LOCATION AMENDED","","083","2008-11-24T00:00:00","2008-11-24T00:00:00",1,"new","act"
"1800EB04321","manadpad","",,"Fog Lane/Clayton Avenue","","Clayton Avenue","","O/S HOUSE 38","","FOG LANE","","","","O/s House 38","","W","E0028336","Didsbury","Manchester","","","","","","0","U",384866,391682,-2.22919,53.42174,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04331","manadpag","",,"Fog Lane/Wilmslow Road","","Wilmslow Road","","DIGBY LODGE","","FOG LANE","","","","Opp House 4","","E","E0028336","Didsbury","Manchester","","","","","","0","U",384703,391773,-2.23165,53.42255,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04341","manadpaj","",,"Dickenson Road/Wilmslow Road","","Wilmslow Road","","OP TEL EXCHANGE","","DICKENSON ROAD","","","","Stop D","","E","E0029284","Rusholme","Manchester","","","","","","0","U",385394,395065,-2.22141,53.45216,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04351","manadpam","",,"Dickenson Road/Wilmslow Road","","Wilmslow Road","","PUBLIC HOUSE","","DICKENSON ROAD","","","","Stop C","","W","E0029284","Rusholme","Manchester","","","","","","0","U",385362,395039,-2.22189,53.45192,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04361","manadpap","",,"Dickenson Road/Birch Polygon","","Birch Polygon","","HOUSE 136","","DICKENSON ROAD","","","","O/s House 136","","W","E0029284","Rusholme","Manchester","","","","","","0","U",385778,395143,-2.21563,53.45287,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04371","manadpat","",,"Dickenson Road/Birch Polygon","","Birch Polygon","","GRANGE SCHOOL","","DICKENSON ROAD","","","","O/s School","","E","E0029284","Rusholme","Manchester","","","","","","0","U",385754,395147,-2.21599,53.45291,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04381","manadpaw","",,"Clowes Street/Ashover Avenue","","Ashover Avenue","","OPP PUBLIC HSE","","CLOWES STREET","","","","Opp Garage","","SW","E0029521","West Gorton","Manchester","","","","","","0","U",386589,396725,-2.20348,53.46711,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04391","manadpda","",,"Dickenson Road/Birchfields Road","","Birchfields Road","","PARK","","DICKENSON ROAD","","","","Stop C","","W","E0029284","Rusholme","Manchester","","","","","","0","U",386009,395229,-2.21215,53.45365,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04401","manadpdg","",,"Dickenson Road/Anson Road","","Anson Road","","OPP HOUSE 248","","DICKENSON ROAD","","","","Stop E","","E","E0029284","Rusholme","Manchester","","","","","","0","U",386116,395284,-2.21054,53.45415,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04421","manadpdj","",,"Dickenson Road/Clarence Road","","Clarence Road","","OS CHURCH","","DICKENSON ROAD","","","","Os Church","","E","E0028994","Longsight","Manchester","","","","","","0","U",386391,395385,-2.20641,53.45506,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04431","manadpdm","",,"Dickenson Road/Clarence Road","","Clarence Road","","OAKLAND HOUSE","","DICKENSON ROAD","","","","Opp Church","","W","E0028994","Longsight","Manchester","","","","","","0","U",386366,395361,-2.20678,53.45485,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04441","manadpdp","",,"Dickenson Rd/Longsight Market","","Longsight Market","","OPP MARKET","","DICKENSON ROAD","","","","Stop E","","W","E0028994","Longsight","Manchester","","","","","","1","U",386731,395496,-2.20129,53.45607,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04451","manadpdt","",,"Dickenson Rd/Longsight Market","","Longsight Market","","MARKET","","DICKENSON ROAD","","","","Stop D","","E","E0028994","Longsight","Manchester","","","","","","1","U",386748,395515,-2.20104,53.45624,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04461","manadpdw","",,"Stockport Road/Slade Lane","","Slade Lane","","NR RAIL BRIDGE","","STOCKPORT ROAD","","","","Nr Rail Bridge","","NW","E0028994","Longsight","Manchester","","","","","","0","U",386979,395338,-2.19755,53.45465,"BCT","MKD","TIP","","LOCATION AMENDED","","083","2007-11-07T00:00:00","2007-11-07T00:00:00",1,"new","act"
"1800EB04471","manadpga","",,"Stockport Road/Slade Lane","","Slade Lane","","RAIL BRIDGE","","STOCKPORT ROAD","","","","Nr Rail Bridge","","SE","E0028994","Longsight","Manchester","","","","","","0","U",387014,395322,-2.19702,53.45451,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04491","manadpgd","",,"Stockport Road/East Road","","East Road","","NR HOUSE 644","","STOCKPORT ROAD","","","","Nr House 644","","NW","E0028297","Crowcroft Park","Levenshulme","Manchester","","","","","1","U",387096,395198,-2.19578,53.4534,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04501","manadpgj","",,"Stockport Road/East Road","","East Road","","BOWLS","","STOCKPORT ROAD","","","","Nr Park","","SE","E0028297","Crowcroft Park","Levenshulme","Manchester","","","","","1","U",387144,395141,-2.19506,53.45289,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB04571","manadpgm","",,"Moseley Road/Birchfields Road","","Birchfields Road","","SPORTS GROUND","","MOSELEY ROAD","","","","Stop C","","E","E0028549","Birchfields","Manchester","","","","","","1","U",386394,393934,-2.2063,53.44202,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04581","manadpgp","",,"Moseley Road/Birchfields Road","","Birchfields Road","","HOUSE 234","","MOSELEY ROAD","","","","Stop D","","W","E0028549","Birchfields","Manchester","","","","","","1","U",386391,393915,-2.20634,53.44185,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04591","manadpgt","",,"Mauldeth Road/Burnage Lane","","Burnage Lane","","OPP PUBLIC HSE","","MAULDETH ROAD","","","","Opp Public House","","E","E0028653","Burnage","Manchester","","","","","","1","U",386741,392890,-2.20103,53.43264,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04601","manadpgw","",,"Mauldeth Road/Burnage Lane","","Burnage Lane","","VICTORIA INN","","MAULDETH ROAD","","","","O/s Public House","","W","E0028653","Burnage","Manchester","","","","","","1","U",386732,392878,-2.20117,53.43254,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04611","manadpja","",,"Mauldeth Road/Kingsway","","Kingsway","","CRICKET GROUND","","MAULDETH ROAD","","","","Stop E","","E","E0028653","Burnage","Manchester","","","","","","1","U",386363,392853,-2.20672,53.4323,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04621","manadpjd","",,"Mauldeth Road/Rail Station","","Rail Station","","LADYBARN PARK","","MAULDETH ROAD","","","","Stop B","","NW","E0028653","Burnage","Manchester","","","","","","1","U",386169,392933,-2.20964,53.43302,"BCT","MKD","TIP","","LOCATION AMENDED","","083","2010-09-16T00:00:00","2010-09-16T00:00:00",2,"new","act"
"1800EB04631","manadpjg","",,"Mauldeth Road/Primary School","","Primary School","","PRIMARY SCHOOL","","MAULDETH ROAD","","","","Stop A","","SE","E0028653","Burnage","Manchester","","","","","","1","U",386117,393004,-2.21043,53.43365,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB04751","manadpjm","",,"Church St/The Unicorn","","The Unicorn","","CAR PARK","","CHURCH STREET","","","","Stop Cs","","W","E0057786","Manchester City Centre","Manchester","","","","","","1","U",384354,398487,-2.23724,53.48288,"BCT","MKD","TIP","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",1,"new","act"
"1800EB04851","manadpjp","",,"Gurney Street/Palmerston Street","","Palmerston Street","","WASTE LAND","","GURNEY STREET","","","","Opp Playground","","NW","N0074882","Ancoats","Manchester","","","","","","0","U",385981,398271,-2.21271,53.48098,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04891","manadpjt","",,"Broadway/West Avenue","","West Avenue","","OS HOUSE 145","","BROADWAY","","","","O/s House 145","","S","E0029125","New Moston","Manchester","","","","","","0","U",388850,402028,-2.16961,53.51482,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04901","manadpjw","",,"Broadway/West Avenue","","West Avenue","","HOUSE 134","","BROADWAY","","","","O/s House 134","","N","E0029125","New Moston","Manchester","","","","","","0","U",388830,402053,-2.16992,53.51505,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB04911","manadpma","",,"Broadway/Nuthurst Road","","Nuthurst Road","","OP BROADWAY PUB","","BROADWAY","","","","Nr House 88","","N","E0029125","New Moston","Manchester","","","","","","0","U",388898,402310,-2.1689,53.51736,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05031","manadpmd","",,"Stanley Grove/Elsham Gardens","","Elsham Gardens","","OP FLATS 144/46","","STANLEY GROVE","","","","Opp Flats 144-46","","E","E0028538","Belle Vue","Manchester","","","","","","0","U",387494,395794,-2.18981,53.45877,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB05051","manadpmg","",,"Slade Lane/Moseley Road","","Moseley Road","","SOLICITORS","","SLADE LANE","","","","O/s Solicitors","","N","E0028951","Levenshulme","Manchester","","","","","","0","U",386853,394020,-2.19939,53.4428,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05111","manadpmj","",,"New Northampton Rd/Business Park","","Business Park","","BUSINESS PARK","","NEW NORTHAMPTON","","","","Nr Business Park","","NE","E0029076","Monsall","Collyhurst","Manchester","","","","","0","U",386476,400650,-2.20536,53.50238,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB05231","manadpmp","",,"New Northampton Rd/Business Park","","Business Park","","OPENLAND","","NEW NORTHAMPTON","","","","Nr Business Park","","SW","E0029076","Monsall","Collyhurst","Manchester","","","","","0","U",386485,400638,-2.20522,53.50227,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB05441","manadpmt","",,"Lever St/Dale St","","Dale Street","","SEVENDALE HOUSE","","LEVER STREET","","","","Stop Tc","","NE","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384543,398415,-2.23439,53.48224,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",1,"new","act"
"1800EB05451","manadpmw","",,"Northmoor Road/Peel Grove","","Peel Grove","","MEDICAL CENTRE","","NORTHMOOR ROAD","","","","Opp House 9","","N","E0028994","Longsight","Manchester","","","","","","0","U",387146,395811,-2.19505,53.45891,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05551","mantdwgj","",,"Anson Road/St. Anselm Hall","","St. Anselm Hall","","ST ANSELM HALL","","ANSON ROAD","","","","Stop B","","NW","E0029284","Rusholme","Manchester","","","","","","0","U",386013,395282,-2.2121,53.45413,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB05561","manadpta","",,"Nuthurst Road/St Matthew's High School","","St Matthew's High","","ST MATHEWS SCH","","NUTHURST ROAD","","","","O/s House 9","","E","N0075088","Moston","Manchester","","","","","","0","U",388487,402387,-2.1751,53.51804,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05601","manadptd","",,"Nuthurst Road/Broadway","","Broadway","","BAKERS SHOP","","NUTHURST ROAD","","","","O/s House 162","","W","E0029125","New Moston","Manchester","","","","","","0","U",388846,402271,-2.16968,53.51701,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05851","manadptg","",,"Ryder Brow Road/Wayland Road","","Wayland Road","","OS HOUSE 9","","RYDER BROW ROAD","","","","Os House 9","","E","E0029286","Ryder Brow","Gorton","Manchester","","","","","0","U",388980,395618,-2.16743,53.45722,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB05861","manadptj","",,"Bennett Street/Ercall Avenue","","Ercall Avenue","","O/S HOUSE 26","","BENNETT STREET","","","","O/s House 26","","SW","E0029521","West Gorton","Manchester","","","","","","0","U",386316,396932,-2.2076,53.46897,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB05871","manadptm","",,"Bennett Street/St Benedict's","","St Benedict's","","CHURCH","","BENNETT STREET","","","","O/s Church","","W","E0029521","West Gorton","Manchester","","","","","","0","U",386553,396996,-2.20404,53.46955,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05881","manadptp","",,"Bennett Street/Ercall Avenue","","Ercall Avenue","","NR DEPOT","","BENNETT STREET","","","","Opp House 26","","NE","E0029521","West Gorton","Manchester","","","","","","0","U",386312,396940,-2.20767,53.46904,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",2,"new","act"
"1800EB05891","manadptw","",,"Bennett Street/St Benedict's","","St Benedict's","","OPP HOUSE 42","","BENNETT STREET","","","","Opp House 42","","E","E0029521","West Gorton","Manchester","","","","","","0","U",386458,396988,-2.20547,53.46947,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB05901","manadpwa","",,"Kniverton Road/Armitage Court","","Armitage Court","","NR PLAYGROUND","","KNIVERTON RD","","","","Nr Playground","","S","E0029521","West Gorton","Manchester","","","","","","1","U",386711,396854,-2.20165,53.46827,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB05911","manadpwd","",,"Alan Turing Way/Gibbon Street","","Gibbon Street","","OPEN LAND","","ALAN TURING WAY","","","","Opp Stadium","","S","N0075154","Sportcity","Manchester","","","","","","1","U",387044,398644,-2.19671,53.48436,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05921","manadpwg","",,"Hulme Hall Lane/Vickers St","","Vickers Street","","NR CANAL","","ALAN TURING WAY","","","","O/s Car Park","","SE","E0029063","Miles Platting","Manchester","","","","","","0","U",386303,399655,-2.20792,53.49343,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",2,"new","act"
"1800EB05931","manadpwj","",,"Plymouth Gr/Blood Ctre","","Blood Centre","","NR HOTEL","","PLYMOUTH GROVE","","","","Opp Ambulance Stn","","E","E0028715","Chorlton upon Medlock","Manchester","","","","","","0","U",385260,396441,-2.22349,53.46452,"BCT","MKD","TIP","","NAME AMENDED","","083","2010-10-15T00:00:00","2010-10-15T00:00:00",3,"new","act"
"1800EB05941","manadpwm","",,"Alan Turing Way/Ashton New Road","","Ashton New Road","","BUSINESS CENTRE","","ALAN TURING WAY","","","","Stop F","","S","N0075154","Sportcity","Manchester","","","","","","0","U",387182,398291,-2.19461,53.48119,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800EB05951","manadpwp","",,"Alan Turing Way/Prentice Walk","","Prentice Walk","","CHURCH","","ALAN TURING WAY","","","","Nr Playground","","N","E0028544","Beswick","Manchester","","","","","","0","U",387206,398133,-2.19425,53.47977,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB05961","manadpwt","",,"Hulme Hall Lane/Vickers Street","","Vickers Street","","DEPOT","","ALAN TURING WAY","","","","Nr Depot","","NW","E0029063","Miles Platting","Manchester","","","","","","0","U",386297,399606,-2.20801,53.49299,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB06011","mantdwgm","",,"Ashton Old Road/Kay Street","","Kay Street","","NR OPENLAND","","ASHTON OLD ROAD","","","","Nr Openland","","E","E0028544","Beswick","Manchester","","","","","","0","U",386900,397533,-2.19883,53.47438,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","del"
"1800EB06021","mantdtmp","",,"Butler Street/Community Centre","","Community Centre","","COMMUNITY CTR","","BUTLER STREET","","","","O/s Community Ctr","","N","N0074882","Ancoats","Manchester","","","","","","0","U",385663,398697,-2.21752,53.4848,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB06081","manadtad","",,"Slade Lane/West Point","","West Point","","PARK TOILETS","","SLADE LANE","","","","O/s Gardens","","NE","E0028951","Levenshulme","Manchester","","","","","","0","U",386893,394286,-2.1988,53.4452,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB06091","manadtag","",,"Slade Lane/Collingwood Road","","Collingwood Road","","HOUSE 128","","SLADE LANE","","","","O/s House 128","","N","E0028951","Levenshulme","Manchester","","","","","","0","U",386970,394538,-2.19765,53.44746,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB06101","manadtaj","",,"Slade Lane/Hamilton Road","","Hamilton Road","","ST AGNES CHURCH","","SLADE LANE","","","","O/s Church","","N","E0028994","Longsight","Manchester","","","","","","1","U",386990,394873,-2.19737,53.45048,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB06111","manadtam","",,"Slade Lane/Crowcroft Road","","Crowcroft Road","","HOUSE NO 50","","SLADE LANE","","","","O/s House No 50","","N","E0028994","Longsight","Manchester","","","","","","1","U",387014,395083,-2.19701,53.45236,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
"1800EB06121","manadtap","",,"Slade Lane/Stockport Road","","Stockport Road","","SHOP PARADE","","SLADE LANE","","","","O/s Shops","","N","E0028994","Longsight","Manchester","","","","","","0","U",386947,395323,-2.19803,53.45452,"BCT","MKD","TIP","","INDICATOR AMENDED","","083","2010-03-25T00:00:00","2010-03-25T00:00:00",1,"new","act"
